,Region,Gender,Marriage,SupportParty,confidence_level,Religon,Nationity,Color,year
4685,Wales,Female,Not_married,None,2,No_religion,British,BLACK,2017
4687,East_of_England,Male,Widowed,Labour,0,Roman_Catholic,Other,BLACK,2017
4688,North_East,Male,Not_married,Labour,2,No_religion,British,BLACK,2017
4692,East_Midlands,Female,Married,Conservative,2,Church_of_England,British,BLACK,2017
4693,West_Midlands,Male,Married,UKIP,2,No_religion,British,BLACK,2017
4694,South_West,Male,Married,Conservative,2,No_religion,English,BLACK,2017
4695,Scotland,Female,Separated_after_marrying,Labour,2,Other_Christian,British,BLACK,2017
4696,Scotland,Female,Separated_after_marrying,Labour,0,No_religion,Scottish,BLACK,2017
4697,Scotland,Female,Married,Scottish_National_Party,0,Other_Christian,Scottish,BLACK,2017
4699,West_Midlands,Male,Not_married,None,2,No_religion,British,BLACK,2017
4700,East_Midlands,Male,Married,Labour,0,Roman_Catholic,Other,BLACK,2017
4701,South_West,Male,Not_married,Labour,1,Other_Christian,Other,BLACK,2017
4702,South_West,Female,Widowed,Conservative,2,Church_of_England,Other,BLACK,2017
4703,Wales,Male,Separated_after_marrying,Labour,0,No_religion,British,BLACK,2017
4704,South_West,Female,Separated_after_marrying,Liberal_Democrat,2,Other_Christian,British,BLACK,2017
4705,London,Female,Not_married,Labour,1,No_religion,British,BLACK,2017
4707,Yorkshire_and_The_Humber,Female,Living_as_married,None,1,Church_of_England,British,BLACK,2017
4708,Scotland,Female,Married,Liberal_Democrat,2,Other_Christian,Scottish,BLACK,2017
4709,South_East,Male,Married,Labour,2,No_religion,British,BLACK,2017
4710,South_West,Male,Not_married,Conservative,2,No_religion,English,BLACK,2017
4711,South_West,Female,Separated_after_marrying,Conservative,0,No_religion,British,BLACK,2017
4712,South_West,Male,Married,Conservative,1,Church_of_England,British,BLACK,2017
4713,North_West,Male,Married,Conservative,1,No_religion,English,BLACK,2017
4715,Yorkshire_and_The_Humber,Male,Not_married,Labour,1,No_religion,English,BLACK,2017
4716,West_Midlands,Female,Married,Labour,1,Church_of_England,British,BLACK,2017
4720,South_East,Female,Married,Conservative,2,Other_Christian,English,BLACK,2017
4721,North_West,Male,Widowed,Conservative,2,No_religion,English,BLACK,2017
4722,Scotland,Female,Separated_after_marrying,Scottish_National_Party,1,No_religion,Scottish,BLACK,2017
4723,Yorkshire_and_The_Humber,Male,Not_married,UKIP,2,No_religion,British,BLACK,2017
4724,East_of_England,Female,Not_married,Labour,2,Other_Christian,British,BLACK,2017
4725,Scotland,Male,Not_married,None,2,No_religion,British,BLACK,2017
4726,South_West,Male,Married,Conservative,0,No_religion,British,BLACK,2017
4727,London,Female,Married,Labour,2,No_religion,British,BLACK,2017
4728,East_of_England,Male,Not_married,Liberal_Democrat,2,No_religion,Other,BLACK,2017
4729,East_Midlands,Male,Not_married,Labour,1,No_religion,British,BLACK,2017
4730,Wales,Female,Widowed,Conservative,2,Other_Christian,Welsh,BLACK,2017
4731,South_East,Male,Not_married,Conservative,2,No_religion,English,BLACK,2017
4732,North_West,Female,Married,Labour,0,No_religion,British,BLACK,2017
4733,North_West,Male,Living_as_married,Conservative,2,No_religion,British,BLACK,2017
4734,Scotland,Female,Living_as_married,Green_Party,0,No_religion,British,BLACK,2017
4735,South_West,Female,Not_married,Labour,0,No_religion,Other,BLACK,2017
4737,Yorkshire_and_The_Humber,Female,Separated_after_marrying,Labour,2,Other_Christian,Other,BLACK,2017
4738,South_East,Female,Living_as_married,None,2,No_religion,European,BLACK,2017
4739,North_West,Male,Not_married,Liberal_Democrat,0,No_religion,European,BLACK,2017
4740,London,Male,Separated_after_marrying,Labour,2,No_religion,English,BLACK,2017
4742,North_West,Female,Separated_after_marrying,Conservative,2,No_religion,British,BLACK,2017
4744,East_of_England,Male,Married,Conservative,2,Other_Christian,English,BLACK,2017
4745,East_Midlands,Female,Married,Conservative,2,Church_of_England,British,BLACK,2017
4748,Yorkshire_and_The_Humber,Female,Married,None,2,No_religion,English,BLACK,2017
4749,Scotland,Male,Living_as_married,Conservative,0,No_religion,Scottish,BLACK,2017
4751,West_Midlands,Male,Not_married,Labour,0,Other_Christian,English,BLACK,2017
4753,Yorkshire_and_The_Humber,Male,Separated_after_marrying,None,2,No_religion,British,BLACK,2017
4754,East_Midlands,Female,Married,Conservative,2,Other_Christian,English,BLACK,2017
4755,London,Male,Married,Labour,2,No_religion,British,BLACK,2017
4758,South_West,Male,Married,Conservative,2,Church_of_England,British,BLACK,2017
4759,Wales,Male,Not_married,Liberal_Democrat,2,No_religion,British,BLACK,2017
4763,North_West,Female,Married,Labour,2,Other_Christian,British,BLACK,2017
4768,East_Midlands,Female,Married,Liberal_Democrat,2,Other_Christian,English,BLACK,2017
4769,South_East,Male,Not_married,UKIP,0,No_religion,British,BLACK,2017
4770,Yorkshire_and_The_Humber,Male,Married,None,2,Roman_Catholic,English,BLACK,2017
4771,North_East,Male,Married,Labour,2,No_religion,English,BLACK,2017
4772,Scotland,Male,Married,Liberal_Democrat,2,Non_Christian,Other,BLACK,2017
4773,South_West,Female,Married,Conservative,2,Church_of_England,English,BLACK,2017
4774,Yorkshire_and_The_Humber,Female,Married,Conservative,2,No_religion,English,BLACK,2017
4775,East_of_England,Female,Married,Conservative,2,Church_of_England,British,BLACK,2017
4776,Scotland,Male,Married,Scottish_National_Party,2,Other_Christian,Scottish,BLACK,2017
4777,East_of_England,Female,Living_as_married,None,1,Other_Christian,Other,BLACK,2017
4778,South_East,Female,Widowed,Labour,2,No_religion,English,BLACK,2017
4779,Yorkshire_and_The_Humber,Female,Married,Green_Party,2,No_religion,Scottish,BLACK,2017
4782,Wales,Female,Married,Labour,2,Church_of_England,Welsh,BLACK,2017
4783,London,Female,Not_married,None,2,Other_Christian,Other,BLACK,2017
4784,Wales,Male,Separated_after_marrying,Labour,2,No_religion,European,BLACK,2017
4787,East_of_England,Male,Married,Conservative,2,Roman_Catholic,English,BLACK,2017
4788,London,Female,Separated_after_marrying,Conservative,2,Church_of_England,English,BLACK,2017
4789,West_Midlands,Male,Married,Conservative,0,Church_of_England,English,BLACK,2017
4790,South_West,Female,Separated_after_marrying,Labour,0,No_religion,British,BLACK,2017
4791,North_West,Male,Married,Conservative,2,No_religion,British,BLACK,2017
4792,North_West,Male,Living_as_married,Labour,2,No_religion,British,BLACK,2017
4793,West_Midlands,Male,Married,Labour,0,Other_Christian,British,BLACK,2017
4794,South_East,Female,Not_married,None,2,No_religion,English,BLACK,2017
4795,North_East,Female,Not_married,Labour,0,Roman_Catholic,British,BLACK,2017
4796,East_of_England,Male,Married,Conservative,2,Other_Christian,British,BLACK,2017
4798,London,Female,Not_married,Labour,0,No_religion,British,BLACK,2017
4799,North_East,Female,Married,Conservative,2,No_religion,European,BLACK,2017
4801,North_West,Female,Married,Labour,2,Church_of_England,English,BLACK,2017
4802,East_of_England,Female,Living_as_married,other,2,No_religion,English,BLACK,2017
4804,North_West,Female,Married,Conservative,0,No_religion,British,BLACK,2017
4805,North_West,Female,Married,Labour,1,No_religion,British,BLACK,2017
4807,East_Midlands,Male,Married,Green_Party,2,No_religion,English,BLACK,2017
4808,Scotland,Female,Widowed,Liberal_Democrat,0,No_religion,Scottish,BLACK,2017
4809,Yorkshire_and_The_Humber,Female,Widowed,None,2,Other_Christian,English,BLACK,2017
4812,North_West,Male,Not_married,Green_Party,2,No_religion,British,BLACK,2017
4814,West_Midlands,Female,Separated_after_marrying,Conservative,0,Church_of_England,English,BLACK,2017
4816,South_East,Female,Married,Labour,0,Other_Christian,British,BLACK,2017
4817,West_Midlands,Male,Married,Conservative,1,Other_Christian,English,BLACK,2017
4818,West_Midlands,Female,Married,Conservative,2,No_religion,British,BLACK,2017
4819,South_East,Male,Not_married,Labour,2,Roman_Catholic,Other,BLACK,2017
4820,North_East,Female,Not_married,Labour,2,No_religion,British,BLACK,2017
4821,London,Female,Not_married,Labour,0,Other_Christian,Other,BLACK,2017
4823,Wales,Male,Married,Labour,0,Other_Christian,Welsh,BLACK,2017
4825,South_West,Male,Separated_after_marrying,Conservative,2,Church_of_England,British,BLACK,2017
4826,Wales,Male,Married,Labour,0,No_religion,British,BLACK,2017
4827,Yorkshire_and_The_Humber,Male,Living_as_married,Conservative,2,Roman_Catholic,British,BLACK,2017
4828,East_of_England,Female,Not_married,Labour,2,No_religion,British,BLACK,2017
4829,Scotland,Female,Widowed,Scottish_National_Party,1,No_religion,Scottish,BLACK,2017
4831,North_West,Male,Widowed,Labour,1,Roman_Catholic,English,BLACK,2017
4832,South_West,Female,Married,Conservative,2,Church_of_England,British,BLACK,2017
4833,North_West,Female,Married,None,2,Other_Christian,English,BLACK,2017
4834,East_of_England,Male,Separated_after_marrying,Labour,2,Other_Christian,English,BLACK,2017
4835,Yorkshire_and_The_Humber,Male,Married,Conservative,0,Church_of_England,English,BLACK,2017
4836,North_West,Female,Not_married,Labour,2,Other_Christian,English,BLACK,2017
4838,Scotland,Male,Married,Labour,0,No_religion,Scottish,BLACK,2017
4840,East_Midlands,Female,Married,Labour,0,Other_Christian,British,BLACK,2017
4841,London,Female,Not_married,Labour,2,Roman_Catholic,Other,BLACK,2017
4842,East_Midlands,Female,Married,Labour,2,Roman_Catholic,English,BLACK,2017
4843,Scotland,Female,Not_married,Scottish_National_Party,2,No_religion,Scottish,BLACK,2017
4844,East_Midlands,Male,Separated_after_marrying,UKIP,2,No_religion,English,BLACK,2017
4845,Yorkshire_and_The_Humber,Female,Separated_after_marrying,None,1,Church_of_England,English,BLACK,2017
4846,North_West,Male,Not_married,Conservative,0,Other_Christian,English,BLACK,2017
4847,Scotland,Male,Not_married,Labour,0,Other_Christian,Other,BLACK,2017
4849,Wales,Male,Not_married,Labour,0,Non_Christian,British,BLACK,2017
4850,London,Female,Not_married,Labour,0,Church_of_England,Other,BLACK,2017
4851,East_of_England,Female,Separated_after_marrying,Labour,2,No_religion,British,BLACK,2017
4853,East_of_England,Female,Not_married,Conservative,0,No_religion,English,BLACK,2017
4854,East_Midlands,Male,Not_married,Conservative,0,No_religion,British,BLACK,2017
4857,West_Midlands,Female,Separated_after_marrying,Labour,0,No_religion,English,BLACK,2017
4858,North_West,Male,Living_as_married,Labour,1,Church_of_England,British,BLACK,2017
4859,Wales,Male,Separated_after_marrying,Labour,2,Other_Christian,Welsh,BLACK,2017
4860,North_West,Female,Married,Labour,0,Church_of_England,British,BLACK,2017
4861,Yorkshire_and_The_Humber,Female,Not_married,Labour,1,Non_Christian,Other,BLACK,2017
4863,East_Midlands,Female,Not_married,Labour,2,No_religion,Other,BLACK,2017
4864,London,Female,Married,Conservative,0,Church_of_England,English,BLACK,2017
4866,London,Female,Not_married,Conservative,1,Other_Christian,British,BLACK,2017
4867,East_Midlands,Male,Married,Liberal_Democrat,2,Other_Christian,British,BLACK,2017
4869,East_of_England,Male,Not_married,Conservative,2,No_religion,British,BLACK,2017
4870,North_West,Female,Widowed,Labour,1,Church_of_England,English,BLACK,2017
4871,London,Male,Married,Conservative,1,Roman_Catholic,English,BLACK,2017
4872,West_Midlands,Female,Widowed,Conservative,1,Church_of_England,English,BLACK,2017
4873,Scotland,Male,Not_married,None,1,No_religion,Scottish,BLACK,2017
4874,Scotland,Male,Married,Conservative,2,Roman_Catholic,British,BLACK,2017
4875,South_West,Female,Widowed,Labour,2,Other_Christian,English,BLACK,2017
4876,London,Female,Married,None,2,Other_Christian,European,BLACK,2017
4877,South_West,Male,Married,Conservative,2,Church_of_England,English,BLACK,2017
4878,Scotland,Male,Not_married,Labour,2,Roman_Catholic,Scottish,BLACK,2017
4879,Scotland,Female,Living_as_married,Conservative,2,No_religion,British,BLACK,2017
4881,Scotland,Male,Not_married,Labour,2,No_religion,Scottish,BLACK,2017
4882,Yorkshire_and_The_Humber,Female,Widowed,Liberal_Democrat,2,Other_Christian,English,BLACK,2017
4883,East_of_England,Male,Married,Conservative,2,Other_Christian,British,BLACK,2017
4884,East_Midlands,Female,Not_married,None,0,Non_Christian,English,BLACK,2017
4885,Yorkshire_and_The_Humber,Male,Living_as_married,UKIP,2,No_religion,Other,BLACK,2017
4886,London,Male,Married,Labour,2,Roman_Catholic,European,BLACK,2017
4889,London,Female,Married,Labour,2,Other_Christian,Other,BLACK,2017
4892,South_East,Female,Living_as_married,Conservative,1,No_religion,English,BLACK,2017
4893,Yorkshire_and_The_Humber,Male,Not_married,None,2,Other_Christian,English,BLACK,2017
4894,London,Female,Married,Labour,0,Other_Christian,Other,BLACK,2017
4895,London,Female,Separated_after_marrying,None,0,Roman_Catholic,Other,BLACK,2017
4898,South_East,Female,Separated_after_marrying,Labour,0,Other_Christian,British,BLACK,2017
4899,North_West,Female,Widowed,Labour,2,Other_Christian,European,BLACK,2017
4903,South_West,Female,Widowed,Conservative,0,No_religion,English,BLACK,2017
4905,East_Midlands,Male,Married,Labour,2,No_religion,British,BLACK,2017
4906,East_Midlands,Female,Married,Conservative,2,Other_Christian,British,BLACK,2017
4907,North_West,Female,Widowed,Labour,2,Other_Christian,European,BLACK,2017
4908,Yorkshire_and_The_Humber,Female,Separated_after_marrying,Labour,0,Other_Christian,British,BLACK,2017
4910,East_of_England,Male,Married,Labour,2,Church_of_England,English,BLACK,2017
4911,London,Female,Not_married,Labour,0,Roman_Catholic,British,ASIAN,2017
4912,South_West,Female,Widowed,Labour,2,Other_Christian,English,BLACK,2017
4913,East_Midlands,Female,Married,Conservative,1,No_religion,English,BLACK,2017
4915,South_West,Female,Separated_after_marrying,Liberal_Democrat,2,No_religion,British,BLACK,2017
4916,London,Female,Separated_after_marrying,other,2,No_religion,English,BLACK,2017
4917,South_West,Female,Separated_after_marrying,Labour,2,Other_Christian,English,BLACK,2017
4919,London,Male,Not_married,Conservative,1,Non_Christian,Other,BLACK,2017
4923,North_East,Male,Living_as_married,UKIP,0,No_religion,English,BLACK,2017
4924,Scotland,Female,Married,Scottish_National_Party,2,Other_Christian,Scottish,BLACK,2017
4925,West_Midlands,Female,Widowed,Conservative,2,Other_Christian,British,BLACK,2017
4928,Yorkshire_and_The_Humber,Male,Separated_after_marrying,None,0,Roman_Catholic,English,BLACK,2017
4929,London,Female,Married,Labour,2,Non_Christian,British,BLACK,2017
4931,Scotland,Male,Not_married,Conservative,2,No_religion,Scottish,BLACK,2017
4932,South_West,Female,Separated_after_marrying,Conservative,0,No_religion,British,BLACK,2017
4933,Scotland,Male,Not_married,Labour,1,No_religion,Scottish,BLACK,2017
4935,South_East,Female,Married,None,1,Other_Christian,European,BLACK,2017
4936,North_East,Female,Married,None,2,No_religion,British,BLACK,2017
4937,East_Midlands,Female,Married,Labour,2,Church_of_England,British,BLACK,2017
4938,South_West,Female,Married,Conservative,0,Church_of_England,English,BLACK,2017
4939,East_of_England,Male,Not_married,Labour,0,No_religion,English,BLACK,2017
4940,Yorkshire_and_The_Humber,Female,Married,Liberal_Democrat,2,Other_Christian,British,BLACK,2017
4941,London,Female,Not_married,Labour,0,No_religion,Other,ASIAN,2017
4943,South_East,Female,Widowed,Conservative,2,Church_of_England,British,BLACK,2017
4945,South_East,Male,Married,Labour,0,No_religion,British,BLACK,2017
4946,South_East,Female,Not_married,Labour,2,Other_Christian,British,BLACK,2017
4948,South_East,Female,Married,Conservative,2,No_religion,Other,BLACK,2017
4949,West_Midlands,Male,Not_married,Conservative,1,No_religion,British,BLACK,2017
4951,South_West,Male,Living_as_married,Conservative,2,No_religion,English,BLACK,2017
4952,Yorkshire_and_The_Humber,Female,Living_as_married,None,2,No_religion,British,BLACK,2017
4953,South_East,Male,Married,other,2,No_religion,British,BLACK,2017
4954,Yorkshire_and_The_Humber,Female,Not_married,Labour,2,Other_Christian,British,BLACK,2017
4956,London,Female,Not_married,Green_Party,0,No_religion,European,BLACK,2017
4957,Wales,Female,Married,Labour,0,Other_Christian,British,BLACK,2017
4959,North_West,Female,Married,None,1,No_religion,British,BLACK,2017
4961,London,Male,Married,Labour,1,Other_Christian,European,BLACK,2017
4962,South_West,Male,Married,Conservative,2,Other_Christian,English,BLACK,2017
4963,East_Midlands,Male,Widowed,Conservative,2,Other_Christian,English,BLACK,2017
4965,North_East,Female,Separated_after_marrying,Labour,2,No_religion,British,BLACK,2017
4967,North_West,Female,Widowed,Conservative,2,Church_of_England,English,BLACK,2017
4968,South_East,Female,Married,Labour,1,Church_of_England,British,BLACK,2017
4970,London,Male,Not_married,Conservative,2,No_religion,British,BLACK,2017
4971,London,Male,Married,Conservative,1,Non_Christian,Other,BLACK,2017
4972,East_of_England,Male,Separated_after_marrying,Conservative,0,No_religion,British,BLACK,2017
4975,Yorkshire_and_The_Humber,Female,Married,Labour,2,Church_of_England,British,BLACK,2017
4977,South_West,Male,Widowed,UKIP,0,Roman_Catholic,British,BLACK,2017
4980,London,Female,Separated_after_marrying,Conservative,2,Roman_Catholic,British,BLACK,2017
