,Region,Gender,Family,Political,confidence_level,Religon,Nationity,Color,year,AgeGroup,Age,GP_Sources,GP_Sources_Level
5153,North_West,Male,Married,Conservative,Neither,Church_of_England,English,BLACK: of other origin,2017,46-65,56,26.043,1
5154,East_of_England,Male,Married,Liberal_Democrat,Against,No_religion,British,BLACK: of other origin,2017,26-45,42,17.421,0
5155,North_West,Male,Married,Conservative,Neither,Church_of_England,British,BLACK: of other origin,2017,Above65,78,26.043,1
5156,South_West,Male,Married,Conservative,Neither,No_religion,British,BLACK: of other origin,2017,Above65,78,17.358,0
5158,East_of_England,Female,Living_as_married,Conservative,For,No_religion,British,BLACK: of other origin,2017,26-45,30,17.421,0
5159,North_West,Female,Separated_after_marrying,Labour,Against,No_religion,English,BLACK: of other origin,2017,46-65,62,26.043,1
5160,East_Midlands,Male,Married,Labour,For,Church_of_England,British,BLACK: of other origin,2017,Above65,67,19.743,0
5161,Yorkshire_and_The_Humber,Female,Married,None,For,Roman_Catholic,Other,BLACK: of other origin,2017,26-45,29,23.191,1
5162,Yorkshire_and_The_Humber,Female,Widowed,Conservative,Neither,No_religion,English,BLACK: of other origin,2017,Above65,77,23.191,1
5163,South_West,Male,Living_as_married,Labour,For,No_religion,British,BLACK: of other origin,2017,18-25,24,17.358,0
5164,North_West,Male,Married,None,For,No_religion,British,BLACK: of other origin,2017,26-45,35,26.043,1
5165,London,Male,Married,Conservative,Neither,No_religion,English,BLACK: of other origin,2017,Above65,75,21.669,0
5167,North_West,Male,Living_as_married,None,For,Other_Christian,Other,BLACK: of other origin,2017,26-45,28,26.043,1
5168,North_West,Female,Not_married,None,Neither,No_religion,Other,BLACK: of other origin,2017,26-45,44,26.043,1
5170,Yorkshire_and_The_Humber,Female,Separated_after_marrying,Conservative,For,Roman_Catholic,British,BLACK: of other origin,2017,Above65,77,23.191,1
5171,East_Midlands,Female,Married,Conservative,Against,No_religion,British,BLACK: of other origin,2017,Above65,68,19.743,0
5172,London,Female,Married,Conservative,For,Other_Christian,English,BLACK: of other origin,2017,26-45,34,21.669,0
5173,North_West,Female,Not_married,Conservative,For,Other_Christian,British,BLACK: of other origin,2017,26-45,31,26.043,1
5174,South_West,Female,Widowed,Conservative,For,Roman_Catholic,British,BLACK: of other origin,2017,Above65,69,17.358,0
5175,South_West,Male,Not_married,Regional_Parties,Against,No_religion,European,BLACK: of other origin,2017,26-45,26,17.358,0
5176,Yorkshire_and_The_Humber,Female,Married,Labour,For,No_religion,British,BLACK: of other origin,2017,26-45,36,23.191,1
5178,South_West,Male,Married,Conservative,For,No_religion,British,BLACK: of other origin,2017,26-45,32,17.358,0
5179,South_West,Female,Married,Conservative,Against,Other_Christian,Welsh,BLACK: of other origin,2017,46-65,53,17.358,0
5180,East_of_England,Male,Married,Liberal_Democrat,For,Other_Christian,English,BLACK: of other origin,2017,46-65,62,17.421,0
5181,South_East,Female,Not_married,Labour,Against,No_religion,European,BLACK: of other origin,2017,46-65,46,20.189,0
5183,Scotland,Female,Married,Conservative,For,Roman_Catholic,Other,BLACK: of other origin,2017,46-65,46,25.714,1
5184,South_East,Male,Married,Conservative,For,No_religion,British,BLACK: of other origin,2017,46-65,55,20.189,0
5185,North_West,Female,Married,Labour,For,Church_of_England,English,BLACK: of other origin,2017,46-65,54,26.043,1
5187,North_West,Female,Separated_after_marrying,None,For,Non_Christian,British,BLACK: of Caribbean origin,2017,26-45,30,26.043,1
5190,South_West,Female,Married,Conservative,Neither,No_religion,British,BLACK: of other origin,2017,46-65,54,17.358,0
5191,South_East,Female,Not_married,Other_Small_Parties,Against,Roman_Catholic,British,BLACK: of other origin,2017,46-65,53,20.189,0
5192,South_West,Female,Married,Labour,Against,No_religion,British,BLACK: of other origin,2017,26-45,44,17.358,0
5193,North_West,Male,Married,Labour,Against,Other_Christian,Other,BLACK: of other origin,2017,Above65,67,26.043,1
5194,East_of_England,Female,Living_as_married,None,Against,No_religion,English,BLACK: of other origin,2017,26-45,36,17.421,0
5195,South_East,Male,Married,Conservative,Against,Church_of_England,English,BLACK: of other origin,2017,Above65,69,20.189,0
5196,West_Midlands,Female,Married,Labour,For,Other_Christian,British,BLACK: of other origin,2017,46-65,60,22.182,0
5198,South_West,Male,Not_married,Conservative,For,No_religion,English,BLACK: of other origin,2017,Above65,74,17.358,0
5199,London,Female,Separated_after_marrying,Regional_Parties,Against,Roman_Catholic,British,ASIAN: of Pakistani origin,2017,26-45,44,21.669,0
5200,East_of_England,Male,Married,None,For,No_religion,English,BLACK: of other origin,2017,Above65,74,17.421,0
5201,East_of_England,Female,Married,Labour,For,Church_of_England,English,BLACK: of other origin,2017,46-65,62,17.421,0
5204,North_East,Male,Separated_after_marrying,None,For,No_religion,British,BLACK: of other origin,2017,26-45,40,27.374,1
5205,East_of_England,Female,Married,Conservative,Against,Church_of_England,English,BLACK: of other origin,2017,46-65,57,17.421,0
5206,London,Male,Not_married,Liberal_Democrat,Against,Other_Christian,English,BLACK: of other origin,2017,46-65,49,21.669,0
5207,London,Female,Not_married,Labour,For,Roman_Catholic,British,BLACK: of African origin,2017,18-25,21,21.669,0
5208,Wales,Female,Married,Regional_Parties,Neither,Other_Christian,Welsh,BLACK: of other origin,2017,46-65,51,24.949,1
5209,South_East,Male,Married,Conservative,For,Other_Christian,English,BLACK: of other origin,2017,46-65,48,20.189,0
5210,North_West,Male,Married,Conservative,For,Non_Christian,British,BLACK: of Caribbean origin,2017,26-45,38,26.043,1
5211,Yorkshire_and_The_Humber,Male,Living_as_married,Conservative,For,No_religion,British,BLACK: of other origin,2017,Above65,79,23.191,1
5212,East_of_England,Female,Widowed,Labour,For,Church_of_England,English,BLACK: of other origin,2017,Above65,90,17.421,0
5213,West_Midlands,Female,Living_as_married,None,For,No_religion,British,BLACK: of other origin,2017,18-25,20,22.182,0
5216,East_Midlands,Male,Separated_after_marrying,Conservative,For,No_religion,British,BLACK: of other origin,2017,46-65,53,19.743,0
5217,South_West,Female,Separated_after_marrying,None,For,No_religion,British,BLACK: of other origin,2017,46-65,58,17.358,0
5220,East_of_England,Male,Not_married,Liberal_Democrat,Neither,No_religion,European,BLACK: of other origin,2017,26-45,35,17.421,0
5222,North_West,Female,Widowed,Conservative,Neither,Other_Christian,English,BLACK: of other origin,2017,Above65,90,26.043,1
5223,East_Midlands,Male,Married,Labour,For,Roman_Catholic,Scottish,BLACK: of other origin,2017,Above65,67,19.743,0
5225,Yorkshire_and_The_Humber,Female,Not_married,Labour,Neither,Non_Christian,British,BLACK: of Caribbean origin,2017,18-25,19,23.191,1
5226,East_Midlands,Male,Not_married,Other_Small_Parties,For,Other_Christian,British,BLACK: of other origin,2017,26-45,41,19.743,0
5227,Yorkshire_and_The_Humber,Female,Married,Conservative,For,No_religion,English,BLACK: of other origin,2017,46-65,55,23.191,1
5228,North_West,Male,Not_married,Conservative,For,Church_of_England,English,BLACK: of other origin,2017,46-65,56,26.043,1
5229,West_Midlands,Female,Married,Labour,For,No_religion,English,BLACK: of other origin,2017,Above65,66,22.182,0
5230,Yorkshire_and_The_Humber,Female,Married,Labour,Against,No_religion,English,BLACK: of other origin,2017,26-45,43,23.191,1
5231,Scotland,Male,Living_as_married,Regional_Parties,For,Roman_Catholic,Other,BLACK: of other origin,2017,Above65,71,25.714,1
5232,London,Female,Married,Labour,For,Other_Christian,British,BLACK: of other origin,2017,26-45,33,21.669,0
5233,Yorkshire_and_The_Humber,Female,Married,Conservative,For,Church_of_England,English,BLACK: of other origin,2017,46-65,58,23.191,1
5234,North_East,Female,Separated_after_marrying,Labour,For,No_religion,British,BLACK: of other origin,2017,26-45,41,27.374,1
5235,South_East,Female,Married,Conservative,For,No_religion,British,BLACK: of other origin,2017,Above65,68,20.189,0
5236,North_West,Female,Separated_after_marrying,Labour,For,No_religion,English,BLACK: of other origin,2017,46-65,60,26.043,1
5237,London,Male,Widowed,Conservative,For,Non_Christian,British,BLACK: of other origin,2017,Above65,83,21.669,0
5239,South_East,Male,Not_married,Conservative,Neither,No_religion,English,BLACK: of other origin,2017,18-25,22,20.189,0
5242,Yorkshire_and_The_Humber,Female,Separated_after_marrying,Conservative,Against,Roman_Catholic,British,BLACK: of other origin,2017,26-45,40,23.191,1
5243,Wales,Male,Separated_after_marrying,Labour,Against,Other_Christian,British,BLACK: of other origin,2017,26-45,37,24.949,1
5245,Wales,Female,Not_married,Regional_Parties,Against,Other_Christian,Welsh,BLACK: of other origin,2017,Above65,77,24.949,1
5246,East_Midlands,Male,Widowed,Labour,For,No_religion,English,BLACK: of other origin,2017,Above65,69,19.743,0
5247,Yorkshire_and_The_Humber,Female,Separated_after_marrying,Labour,For,Other_Christian,British,BLACK: of other origin,2017,46-65,53,23.191,1
5249,East_of_England,Male,Married,Conservative,For,Roman_Catholic,English,BLACK: of other origin,2017,26-45,36,17.421,0
5252,South_West,Female,Widowed,Liberal_Democrat,For,No_religion,British,BLACK: of other origin,2017,Above65,90,17.358,0
5253,London,Female,Not_married,Conservative,For,No_religion,British,BLACK: of other origin,2017,26-45,27,21.669,0
5254,Yorkshire_and_The_Humber,Male,Not_married,Labour,For,Non_Christian,British,BLACK: of Caribbean origin,2017,18-25,19,23.191,1
5255,Scotland,Male,Married,Conservative,For,Other_Christian,British,BLACK: of other origin,2017,Above65,71,25.714,1
5256,North_East,Female,Separated_after_marrying,Labour,For,Non_Christian,None,BLACK: of African origin,2017,26-45,42,27.374,1
5257,North_West,Female,Not_married,Labour,For,Roman_Catholic,English,BLACK: of other origin,2017,46-65,62,26.043,1
5258,West_Midlands,Female,Living_as_married,None,For,Roman_Catholic,British,BLACK: of other origin,2017,46-65,56,22.182,0
5259,North_West,Female,Married,Other_Small_Parties,For,Other_Christian,British,BLACK: of other origin,2017,46-65,46,26.043,1
5260,East_Midlands,Male,Not_married,Conservative,For,No_religion,British,BLACK: of other origin,2017,18-25,18,19.743,0
5261,North_East,Female,Separated_after_marrying,Labour,For,No_religion,British,BLACK: of other origin,2017,26-45,43,27.374,1
5262,East_of_England,Male,Not_married,Conservative,Neither,Non_Christian,British,BLACK: of Caribbean origin,2017,46-65,55,17.421,0
5263,London,Male,Living_as_married,Conservative,For,Other_Christian,British,BLACK: of other origin,2017,Above65,75,21.669,0
5264,North_West,Male,Married,Conservative,Neither,Church_of_England,English,BLACK: of other origin,2017,Above65,73,26.043,1
5265,North_East,Male,Married,Conservative,For,Non_Christian,British,BLACK: of Caribbean origin,2017,46-65,47,27.374,1
5266,North_East,Male,Married,Other_Small_Parties,Against,Church_of_England,English,BLACK: of other origin,2017,46-65,46,27.374,1
5267,London,Male,Married,Labour,Against,No_religion,British,BLACK: of other origin,2017,46-65,61,21.669,0
5268,Yorkshire_and_The_Humber,Male,Married,Labour,Against,No_religion,English,BLACK: of other origin,2017,46-65,64,23.191,1
5269,East_of_England,Male,Married,Conservative,Neither,Church_of_England,British,BLACK: of other origin,2017,Above65,81,17.421,0
5271,East_of_England,Female,Not_married,Conservative,For,Roman_Catholic,English,BLACK: of other origin,2017,18-25,25,17.421,0
5273,Scotland,Female,Widowed,Regional_Parties,For,Other_Christian,Scottish,BLACK: of other origin,2017,Above65,85,25.714,1
5274,West_Midlands,Female,Living_as_married,Labour,For,Church_of_England,British,BLACK: of other origin,2017,Above65,66,22.182,0
5276,Yorkshire_and_The_Humber,Female,Married,Conservative,Against,Church_of_England,English,BLACK: of other origin,2017,46-65,61,23.191,1
5277,Yorkshire_and_The_Humber,Female,Separated_after_marrying,None,Against,No_religion,English,BLACK: of other origin,2017,46-65,49,23.191,1
5279,Scotland,Female,Widowed,Conservative,Against,Church_of_England,British,BLACK: of other origin,2017,Above65,83,25.714,1
5280,West_Midlands,Female,Not_married,None,Against,Roman_Catholic,Other,BLACK: of Caribbean origin,2017,46-65,46,22.182,0
5281,London,Male,Not_married,Labour,For,Other_Christian,British,BLACK: of other origin,2017,26-45,43,21.669,0
5282,London,Male,Married,Labour,Against,Non_Christian,British,BLACK: of other origin,2017,Above65,70,21.669,0
5283,Wales,Female,Not_married,Labour,Against,No_religion,British,BLACK: of other origin,2017,26-45,43,24.949,1
5284,West_Midlands,Male,Separated_after_marrying,Labour,Against,Church_of_England,Welsh,BLACK: of other origin,2017,46-65,48,22.182,0
5285,East_Midlands,Female,Married,Other_Small_Parties,Against,No_religion,Other,BLACK: of other origin,2017,26-45,45,19.743,0
5286,East_of_England,Female,Married,Conservative,For,No_religion,Other,ASIAN: of Indian origin,2017,26-45,35,17.421,0
5288,Yorkshire_and_The_Humber,Male,Widowed,Labour,For,Other_Christian,Scottish,BLACK: of other origin,2017,Above65,89,23.191,1
5289,London,Female,Married,Labour,For,Roman_Catholic,British,BLACK: of Caribbean origin,2017,26-45,40,21.669,0
5290,Yorkshire_and_The_Humber,Female,Married,Conservative,For,Church_of_England,British,BLACK: of other origin,2017,Above65,71,23.191,1
5291,South_East,Male,Married,Labour,Neither,No_religion,English,BLACK: of other origin,2017,46-65,57,20.189,0
5292,Yorkshire_and_The_Humber,Male,Widowed,Conservative,For,Church_of_England,British,BLACK: of other origin,2017,Above65,70,23.191,1
5294,South_East,Male,Married,Labour,Against,No_religion,Welsh,BLACK: of other origin,2017,46-65,50,20.189,0
5296,North_West,Female,Not_married,Labour,For,No_religion,British,BLACK: of other origin,2017,26-45,29,26.043,1
5298,London,Male,Married,Labour,For,Non_Christian,Other,BLACK: of Caribbean origin,2017,46-65,60,21.669,0
5299,South_East,Male,Not_married,Labour,Against,No_religion,English,BLACK: of other origin,2017,46-65,53,20.189,0
5301,North_East,Female,Living_as_married,Conservative,Against,Other_Christian,English,BLACK: of other origin,2017,Above65,67,27.374,1
5302,Yorkshire_and_The_Humber,Male,Living_as_married,None,Against,Roman_Catholic,Other,BLACK: of other origin,2017,26-45,37,23.191,1
5303,South_West,Male,Not_married,Labour,For,No_religion,Other,BLACK: of other origin,2017,26-45,31,17.358,0
5304,South_West,Male,Married,Conservative,For,No_religion,English,BLACK: of other origin,2017,46-65,62,17.358,0
5305,Yorkshire_and_The_Humber,Male,Not_married,Labour,Against,Church_of_England,English,BLACK: of other origin,2017,26-45,37,23.191,1
5306,South_West,Female,Married,Labour,Against,No_religion,British,BLACK: of other origin,2017,Above65,66,17.358,0
5308,West_Midlands,Male,Married,None,Against,No_religion,English,BLACK: of Caribbean origin,2017,26-45,43,22.182,0
5309,Yorkshire_and_The_Humber,Female,Married,None,For,No_religion,English,BLACK: of other origin,2017,46-65,62,23.191,1
5310,East_Midlands,Male,Married,Conservative,Against,Other_Christian,British,BLACK: of other origin,2017,Above65,71,19.743,0
5311,South_East,Female,Not_married,Conservative,Neither,Other_Christian,British,BLACK: of other origin,2017,Above65,66,20.189,0
5312,East_Midlands,Male,Married,Conservative,For,No_religion,British,BLACK: of other origin,2017,46-65,52,19.743,0
5317,East_of_England,Female,Married,None,For,Roman_Catholic,Other,BLACK: of other origin,2017,26-45,42,17.421,0
5318,South_East,Male,Married,Liberal_Democrat,Neither,No_religion,European,BLACK: of other origin,2017,46-65,46,20.189,0
